    6.0477290252312499E-01   -4.2294194322750001E-02
    6.0451837134874997E-01   -4.2321587224499996E-02
    6.0375579384250000E-01   -4.2403571799624999E-02
    6.0248619789187496E-01   -4.2539784216750004E-02
    6.0070961308374993E-01   -4.2729801409124996E-02
    5.9842911066125004E-01   -4.2972709410687496E-02
    5.9564676172562492E-01   -4.3267561401687499E-02
    5.9236565928624996E-01   -4.3613132176250000E-02
    5.8858789614000007E-01   -4.4008164672437497E-02
    5.8431860311874995E-01   -4.4450962702374995E-02
    5.7956291942812499E-01   -4.4939710370687502E-02
    5.7432296228125002E-01   -4.5472801468124997E-02
    5.6860691519749995E-01   -4.6047891192749997E-02
    5.6241892819062500E-01   -4.6662974177937501E-02
    5.5576618372874997E-01   -4.7315685736499996E-02
    5.4865586916312503E-01   -4.8003591351625005E-02
    5.4109416381874997E-01   -4.8724336377687499E-02
    5.3308927633000003E-01   -4.9475216889812497E-02
    5.2464939510062503E-01   -5.0253818256624998E-02
    5.1578273783562500E-01   -5.1057306869937501E-02
    5.0649951736562504E-01   -5.1882988648687497E-02
    4.9680894895937505E-01   -5.2728099748312503E-02
    4.8671923636812503E-01   -5.3590006073375003E-02
    4.7624260150312497E-01   -5.4465953557062505E-02
    4.6538927114874995E-01   -5.5353048605499992E-02
    4.5416945813562504E-01   -5.6248597137687505E-02
    4.4259638891625003E-01   -5.7149815093937496E-02
    4.3067926480562502E-01   -5.8054138142250002E-02
    4.1843233074687503E-01   -5.8958552717500008E-02
    4.0586780167562497E-01   -5.9860404509187497E-02
    3.9299689496312501E-01   -6.0756969443312499E-02
    3.7983483218687497E-01   -6.1645602987187499E-02
    3.6639384921250001E-01   -6.2523351561249996E-02
    3.5268715853687499E-01   -6.3387630618749996E-02
    3.3872999569187501E-01   -6.4235596114375001E-02
    3.2453458258875001E-01   -6.5064493980624999E-02
    3.1011817779125000E-01   -6.5871220674375008E-02
    2.9549298228124998E-01   -6.6653321397500007E-02
    2.8067425949500002E-01   -6.7407553079375002E-02
    2.6567824950375002E-01   -6.8131041681874990E-02
    2.5051919725187499E-01   -6.8820773639999999E-02
    2.3521336373812499E-01   -6.9473575645624994E-02
    2.1977499390750002E-01   -7.0086434133750000E-02
    2.0422136725187501E-01   -7.0655946291875008E-02
    1.8856774023125000E-01   -7.1178968805000006E-02
    1.7282938325937500E-01   -7.1652158846874994E-02
    1.5702357582750001E-01   -7.2072113603125001E-02
    1.4116560230250000E-01   -7.2435290735624991E-02
    1.2527173763624999E-01   -7.2738317423125004E-02
    1.0935826375750000E-01   -7.2977721090000003E-02
    9.3441476548124999E-02   -7.3149829646249998E-02
    7.7537657938125004E-02   -7.3251170516250005E-02
    6.1663089855624999E-02   -7.3278271123750002E-02
    4.5834054229812494E-02   -7.3227658891875005E-02
    3.0066832989875000E-02   -7.3095861243750004E-02
    1.4376689572125000E-02   -7.2879635109999993E-02
   -1.2191104834500001E-03   -7.2575777189375010E-02
   -1.6705296764125001E-02   -7.2180944654999996E-02
   -3.2066640715187500E-02   -7.1692393217499997E-02
   -4.7285911678500006E-02   -7.1107418359375008E-02
   -6.2348878662999999E-02   -7.0423206027500004E-02
   -7.7239350431874992E-02   -6.9637580477499988E-02
   -9.1943144829374990E-02   -6.8748425952500011E-02
   -1.0644409154687499E-01   -6.7753865977500008E-02
   -1.2072705969875001E-01   -6.6652552851875005E-02
   -1.3477991109062498E-01   -6.5442929585625004E-02
   -1.4858557552062501E-01   -6.4124586056250002E-02
   -1.6213196362687499E-01   -6.2696663568125005E-02
   -1.7540404219312500E-01   -6.1159211009812496E-02
   -1.8838878708250001E-01   -5.9512337256000004E-02
   -2.0107420660250000E-01   -5.7756580199562500E-02
   -2.1344534427750000E-01   -5.5893086049500003E-02
   -2.2549125481187501E-01   -5.3923021229562502E-02
   -2.3720003023187500E-01   -5.1848120709124999E-02
   -2.4855780929187499E-01   -4.9670857522437495E-02
   -2.5955569763625003E-01   -4.7393056617250004E-02
   -2.7018089437124998E-01   -4.5018019071624997E-02
   -2.8042357036437499E-01   -4.2548537403999998E-02
   -2.9027393136562502E-01   -3.9987902914625000E-02
   -2.9972033658749997E-01   -3.7340237748937501E-02
   -3.0875500783687498E-01   -3.4608992949250003E-02
   -3.1736842711437502E-01   -3.1798543182937497E-02
   -3.2555195330062497E-01   -2.8912901061312501E-02
   -3.3329758567250001E-01   -2.5956635875687497E-02
   -3.4059751604312505E-01   -2.2934203208249997E-02
   -3.4744464149499998E-01   -1.9850109563124999E-02
   -3.5383197282187501E-01   -1.6709053980750000E-02
   -3.5975339071812495E-01   -1.3515273689187500E-02
   -3.6520281075937500E-01   -1.0273504698062499E-02
   -3.7017501144812504E-01   -6.9879214480625005E-03
   -3.7466487801812498E-01   -3.6627911601187502E-03
   -3.7866807282624998E-01   -3.0202597503874997E-04
   -3.8218046471750000E-01    3.0903761625812498E-03
   -3.8519863582749997E-01    6.5109684125624996E-03
   -3.8771948653624999E-01    9.9566269234374997E-03
   -3.8974045890499998E-01    1.3424365970000001E-02
   -3.9125943294687504E-01    1.6911531187250001E-02
   -3.9227480524312497E-01    2.0415965459375001E-02
   -3.9278542967062496E-01    2.3935724090750000E-02
   -3.9279065133625002E-01    2.7469377911687496E-02
   -3.9229364164812497E-01    3.0967908740687503E-02
   -3.9129808276437505E-01    3.4382334115187499E-02
   -3.8980482212562501E-01    3.7711329929437501E-02
   -3.8781526537437500E-01    4.0953129942750001E-02
   -3.8533130056437498E-01    4.4105821211562500E-02
   -3.8235539650187500E-01    4.7167070283000004E-02
   -3.7889050179937500E-01    5.0134276526375005E-02
   -3.7494012070562499E-01    5.3004777924500000E-02
   -3.7050811757187502E-01    5.5775636910875004E-02
   -3.6559913980250003E-01    5.8443469459687501E-02
   -3.6021802733812497E-01    6.1005005254125000E-02
   -3.5437043909999999E-01    6.3456730519375004E-02
   -3.4806212678875004E-01    6.5795238213124996E-02
   -3.4129977479375001E-01    6.8016685298125004E-02
   -3.3409003262437498E-01    7.0117727520000006E-02
   -3.2644047549999999E-01    7.2094684384374996E-02
   -3.1835876444562500E-01    7.3944081887499999E-02
   -3.0985325180375001E-01    7.5662594615624995E-02
   -3.0093249640562503E-01    7.7246811351875000E-02
   -2.9160561376312499E-01    7.8693961275625002E-02
   -2.8188263812374997E-01    8.0001037083125004E-02
   -2.7177175231062500E-01    8.1165703948125001E-02
   -2.6128505754874998E-01    8.2185500096874989E-02
   -2.5043271085937502E-01    8.3058529499375006E-02
   -2.3922483438187500E-01    8.3783394906250003E-02
   -2.2767456387375001E-01    8.4358609091874995E-02
   -2.1579096112437501E-01    8.4783602850000001E-02
   -2.0358809666875000E-01    8.5057856525000003E-02
   -1.9107800405562500E-01    8.5181309471874994E-02
   -1.7827168439062499E-01    8.5154330063125006E-02
   -1.6518410810312500E-01    8.4977864994999999E-02
   -1.5182722502687498E-01    8.4653050698749996E-02
   -1.3821394767750000E-01    8.4181592150624998E-02
   -1.2435916974437500E-01    8.3565533366875000E-02
   -1.1027474339250000E-01    8.2807407367500002E-02
   -9.5977515581250006E-02    8.1909996233750004E-02
   -8.1479289639999994E-02    8.0876531279374997E-02
   -6.6794861590624990E-02    7.9710453110624996E-02
   -5.1939983158687503E-02    7.8415870633124996E-02
   -3.6928403967937500E-02    7.6996852983750003E-02
   -2.1775854815500002E-02    7.5457808337500001E-02
   -6.4960364899374996E-03    7.3803504125000002E-02
    8.8943645059999989E-03    7.2039016824374996E-02
    2.4380649820125000E-02    7.0169183628750006E-02
    3.9948162958562496E-02    6.8199440271249995E-02
    5.5580252300062499E-02    6.6135362010000004E-02
    7.1262254374375000E-02    6.3982284820624999E-02
    8.6978529076875005E-02    6.1745913712749997E-02
    1.0271343630187499E-01    5.9431953693937493E-02
    1.1845133594562500E-01    5.7046109772562498E-02
    1.3417658790249998E-01    5.4594086957125004E-02
    1.4987356602125002E-01    5.2081789768687492E-02
    1.6552663019562500E-01    4.9514923215562501E-02
    1.8112013334562499E-01    4.6899092549812497E-02
    1.9663943292937500E-01    4.4239933016249997E-02
    2.1206789127875000E-01    4.1543219386749999E-02
    2.2739085190000000E-01    3.8814387393500002E-02
    2.4259364434562500E-01    3.6058673255875001E-02
    2.5765963094812500E-01    3.3281851745812496E-02
    2.7257512487125002E-01    3.0488889806437498E-02
    2.8732446508062504E-01    2.7685193177187498E-02
    3.0189396474124996E-01    2.4875728801124999E-02
    3.1626794189000002E-01    2.2065603148625001E-02
    3.3043173305625001E-01    1.9260152195437499E-02
    3.4437359769687503E-01    1.6463505063250002E-02
    3.5807687721437503E-01    1.3681137254874999E-02
    3.7152985199499999E-01    1.0917477161187501E-02
    3.8471783066249998E-01    8.1774617324375000E-03
    3.9762808906375002E-01    5.4654893667062500E-03
    4.1024892153625003E-01    2.7861879674250002E-03
    4.2256562275187498E-01    1.4429497227375001E-04
    4.3456746368437504E-01   -2.4559307477937499E-03
    4.4624271774249996E-01   -5.0101605583250004E-03
    4.5757769809124998E-01   -7.5134275160624996E-03
    4.6856364990062505E-01   -9.9619115461875001E-03
