   942    -2.9610980538E-01   -3.8375908036E-02    0.0000000000E+00
   943    -2.9903347530E-01   -5.0539848612E-02    0.0000000000E+00
   944    -3.0408195454E-01   -6.7289648468E-02    0.0000000000E+00
   945    -3.0423397439E-01   -7.8676564074E-02    0.0000000000E+00
   946    -3.2920114315E-01   -7.2394571302E-02    0.0000000000E+00
   947    -3.4847741240E-01   -6.4534285089E-02    0.0000000000E+00
   948    -3.4145825133E-01   -5.4494669664E-02    0.0000000000E+00
   949    -3.3375563664E-01   -3.8991889047E-02    0.0000000000E+00
   950    -3.2895463497E-01   -2.7643305756E-02    0.0000000000E+00
   951    -3.5253976947E-01   -1.7367821950E-02    0.0000000000E+00
   952    -3.6038458580E-01   -2.6664788700E-02    0.0000000000E+00
   953    -3.7237030468E-01   -3.9114622518E-02    0.0000000000E+00
   954    -3.7938946575E-01   -4.9154237943E-02    0.0000000000E+00
   955    -3.9686416979E-01   -3.7004731882E-02    0.0000000000E+00
   956    -4.0470111380E-01   -1.9228849090E-02    0.0000000000E+00
   957    -3.9489596569E-01   -1.6281513429E-02    0.0000000000E+00
   958    -3.8270719049E-01   -9.3913406925E-03    0.0000000000E+00
   959    -3.7437399233E-01   -3.8909021316E-03    0.0000000000E+00
   960    -3.9060304187E-01    1.5258523046E-02    0.0000000000E+00
   961    -3.9741905242E-01    1.4031047420E-02    0.0000000000E+00
   962    -4.0635884843E-01    1.2727923785E-02    0.0000000000E+00
   963    -4.1616399654E-01    9.7805881247E-03    0.0000000000E+00
   964    -4.1692349130E-01    2.9520792115E-02    0.0000000000E+00
   965    -4.0629415077E-01    5.0101610390E-02    0.0000000000E+00
   966    -3.9973466150E-01    4.5830848572E-02    0.0000000000E+00
   967    -3.9268366329E-01    4.3763507935E-02    0.0000000000E+00
   968    -3.8723930235E-01    4.1751456834E-02    0.0000000000E+00
   969    -3.6198509400E-01    6.0199890205E-02    0.0000000000E+00
   970    -3.6587612151E-01    6.4449018436E-02    0.0000000000E+00
   971    -3.7168924840E-01    6.8994897878E-02    0.0000000000E+00
   972    -3.7824873768E-01    7.3265659697E-02    0.0000000000E+00
   973    -3.5987168472E-01    8.3493273132E-02    0.0000000000E+00
   974    -3.4094731897E-01    9.0382376223E-02    0.0000000000E+00
   975    -3.3814589555E-01    8.2742324522E-02    0.0000000000E+00
   976    -3.3404993241E-01    7.6361293556E-02    0.0000000000E+00
   977    -3.3168817724E-01    7.0764432767E-02    0.0000000000E+00
   978    -3.0021601232E-01    7.7365236869E-02    0.0000000000E+00
   979    -3.0089227055E-01    8.3626405387E-02    0.0000000000E+00
   980    -3.0303861800E-01    9.1405242368E-02    0.0000000000E+00
   981    -3.0584004142E-01    9.9045294069E-02    0.0000000000E+00
   982    -2.8606248457E-01    1.0138589487E-01    0.0000000000E+00
   983    -2.6958339625E-01    1.0326746141E-01    0.0000000000E+00
   984    -2.7218660532E-01    9.6098609737E-02    0.0000000000E+00
   985    -2.7118442077E-01    8.7439251088E-02    0.0000000000E+00
   986    -2.7151539969E-01    8.1192839146E-02    0.0000000000E+00
   987     4.9838750217E-01   -1.6722243876E-02    0.0000000000E+00
   988     4.9994694421E-01   -1.0666058900E-02    0.0000000000E+00
   989     5.0209204353E-01   -1.5397961314E-03    0.0000000000E+00
   990     5.0195162389E-01    4.9841320146E-03    0.0000000000E+00
   991     5.1627217235E-01    2.4044631604E-03    0.0000000000E+00
   992     5.3137878915E-01   -1.1325471167E-03    0.0000000000E+00
   993     5.3001346822E-01   -8.0299651362E-03    0.0000000000E+00
   994     5.2802311133E-01   -1.7189546219E-02    0.0000000000E+00
   995     5.2660009617E-01   -2.3274534377E-02    0.0000000000E+00
   996     5.5258685034E-01   -2.9451376064E-02    0.0000000000E+00
   997     5.5389925373E-01   -2.2967468377E-02    0.0000000000E+00
   998     5.5568483574E-01   -1.3049372998E-02    0.0000000000E+00
   999     5.5665868481E-01   -3.2655789740E-03    0.0000000000E+00
  1000     5.6823132257E-01   -3.4474587726E-03    0.0000000000E+00
  1001     5.6599828058E-01   -1.4417312490E-02    0.0000000000E+00
  1002     5.6424590145E-01   -2.5078276834E-02    0.0000000000E+00
  1003     5.6291006909E-01   -3.1944257816E-02    0.0000000000E+00
  1004     5.8385298856E-01   -3.7072671494E-02    0.0000000000E+00
  1005     5.8511533977E-01   -2.7653956756E-02    0.0000000000E+00
  1006     5.8667613275E-01   -1.4718504243E-02    0.0000000000E+00
  1007     5.8705784016E-01   -3.7280594610E-03    0.0000000000E+00
  1008     5.9545004750E-01   -2.4630739574E-03    0.0000000000E+00
  1009     5.9671961068E-01   -1.3429806642E-02    0.0000000000E+00
  1010     5.9532300659E-01   -2.7965802244E-02    0.0000000000E+00
  1011     5.9415979222E-01   -3.9632533012E-02    0.0000000000E+00
  1012     6.1712681767E-01   -4.2623654666E-02    0.0000000000E+00
  1013     6.1818117600E-01   -2.8576018188E-02    0.0000000000E+00
  1014     6.1940434266E-01   -1.2316267331E-02    0.0000000000E+00
  1015     6.2569862320E-01   -2.9135567349E-04    0.0000000000E+00
  1016     6.3822113956E-01   -9.5908071940E-04    0.0000000000E+00
  1017     6.3638722759E-01   -1.2498533523E-02    0.0000000000E+00
  1018     6.3518264338E-01   -2.8983063171E-02    0.0000000000E+00
  1019     6.3414496323E-01   -4.3293389942E-02    0.0000000000E+00
  1020     6.3293198330E-01   -6.3524733677E-02    0.0000000000E+00
  1021     6.3171812668E-01   -8.3756202896E-02    0.0000000000E+00
  1022     6.3201906956E-01   -9.6070514614E-02    0.0000000000E+00
  1023     6.1923728781E-01   -9.6129479131E-02    0.0000000000E+00
  1024     6.1497233976E-01   -8.2892141518E-02    0.0000000000E+00
  1025     6.1620480887E-01   -6.2819981117E-02    0.0000000000E+00
  1026     5.9436019903E-01   -4.3403345512E-02    0.0000000000E+00
  1027     5.9359981964E-01   -6.0895154793E-02    0.0000000000E+00
  1028     5.9284956687E-01   -8.0037016146E-02    0.0000000000E+00
  1029     5.9283467072E-01   -9.4201494037E-02    0.0000000000E+00
  1030     5.8424115799E-01   -9.3810872036E-02    0.0000000000E+00
  1031     5.8344454526E-01   -7.7755160557E-02    0.0000000000E+00
  1032     5.8368344139E-01   -5.9447443405E-02    0.0000000000E+00
  1033     5.8394504820E-01   -4.4489524150E-02    0.0000000000E+00
  1034     5.6279208136E-01   -4.6626101889E-02    0.0000000000E+00
  1035     5.6308219766E-01   -5.9121838990E-02    0.0000000000E+00
  1036     5.6342320351E-01   -7.6618110694E-02    0.0000000000E+00
  1037     5.6459900895E-01   -9.3674170023E-02    0.0000000000E+00
  1038     5.5423708834E-01   -9.3489633701E-02    0.0000000000E+00
  1039     5.5315707449E-01   -7.7632695824E-02    0.0000000000E+00
  1040     5.5272995050E-01   -6.0138314623E-02    0.0000000000E+00
  1041     5.5237016480E-01   -4.7645481230E-02    0.0000000000E+00
  1042     5.1461684968E-01   -5.1161880304E-02    0.0000000000E+00
  1043     5.1519378867E-01   -6.3643298106E-02    0.0000000000E+00
  1044     5.1588503727E-01   -8.1128707169E-02    0.0000000000E+00
  1045     5.1623699603E-01   -9.3373650002E-02    0.0000000000E+00
  1046     4.8979737573E-01   -9.5702224107E-02    0.0000000000E+00
  1047     4.6320826957E-01   -9.6673756633E-02    0.0000000000E+00
  1048     4.6540480145E-01   -8.5439021107E-02    0.0000000000E+00
  1049     4.6438863517E-01   -6.7969446839E-02    0.0000000000E+00
  1050     4.6354036925E-01   -5.5502119434E-02    0.0000000000E+00
